,area_type,location,total_sqft,bath,balcony,price,bhk
4003,Super built-up  Area,other,1630.0,2.0,2.0,97.78,3.0
4006,Super built-up  Area,NGR Layout,1020.0,2.0,2.0,48.45,2.0
4008,Super built-up  Area,Varthur,1097.0,2.0,1.0,33.82,2.0
4009,Super built-up  Area,Raja Rajeshwari Nagar,1070.0,2.0,1.0,50.0,2.0
4010,Super built-up  Area,Kumaraswami Layout,1000.0,2.0,1.0,58.0,2.0
4012,Super built-up  Area,other,1150.0,2.0,1.0,56.0,2.0
4015,Built-up  Area,Jigani,937.0,2.0,1.0,44.0,2.0
4016,Built-up  Area,Green Glen Layout,1075.0,2.0,1.0,60.0,2.0
4017,Super built-up  Area,Panathur,1000.0,2.0,1.0,65.3,2.0
4021,Built-up  Area,other,1280.0,2.0,1.0,75.0,2.0
4023,Super built-up  Area,Marathahalli,1350.0,2.0,1.0,86.0,2.0
4024,Super built-up  Area,Mallasandra,1325.0,2.0,1.0,70.0,2.0
4025,Super built-up  Area,Devanahalli,1174.0,2.0,1.0,59.0,2.0
4028,Built-up  Area,other,500.0,1.0,0.0,24.0,1.0
4030,Built-up  Area,Yelahanka,1653.0,3.0,2.0,120.0,3.0
4031,Super built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,52.0,3.0
4032,Super built-up  Area,7th Phase JP Nagar,1212.0,3.0,1.0,42.0,2.0
4036,Super built-up  Area,Billekahalli,1140.0,2.0,2.0,50.0,2.0
4037,Plot  Area,other,1200.0,2.0,1.0,100.0,2.0
4038,Super built-up  Area,Kudlu Gate,1532.0,3.0,2.0,83.0,3.0
4041,Super built-up  Area,Poorna Pragna Layout,1270.0,2.0,2.0,50.79,3.0
4042,Super built-up  Area,Uttarahalli,1325.0,2.0,1.0,53.0,2.0
4046,Super built-up  Area,Bannerghatta Road,1260.0,2.0,2.0,70.0,2.0
4047,Super built-up  Area,Vittasandra,1934.0,2.0,0.0,90.0,2.0
4048,Super built-up  Area,Malleshpalya,1060.0,2.0,1.0,40.0,2.0
4049,Super built-up  Area,Kasavanhalli,1476.0,3.0,1.0,95.0,3.0
4050,Super built-up  Area,Murugeshpalya,1185.0,2.0,1.0,85.0,2.0
4051,Super built-up  Area,other,1265.0,2.0,1.0,82.0,3.0
4054,Built-up  Area,EPIP Zone,1280.0,2.0,1.0,69.0,2.0
4056,Built-up  Area,Hulimavu,1175.0,2.0,2.0,45.0,2.0
4059,Super built-up  Area,Whitefield,1195.0,2.0,1.0,70.0,2.0
4063,Super built-up  Area,Hosur Road,1180.0,2.0,2.0,36.5,2.0
4064,Super built-up  Area,Jakkur,1050.0,2.0,1.0,49.87,2.0
4067,Super built-up  Area,other,1030.0,2.0,1.0,77.25,2.0
4069,Built-up  Area,Subramanyapura,929.0,2.0,1.0,48.0,2.0
4071,Built-up  Area,Green Glen Layout,1485.0,3.0,2.0,115.0,3.0
4072,Super built-up  Area,Electronics City Phase 1,1124.0,2.0,2.0,55.0,3.0
4074,Built-up  Area,Indira Nagar,1407.0,3.0,1.0,120.0,3.0
4076,Super built-up  Area,Sector 7 HSR Layout,1163.0,2.0,1.0,98.86,2.0
4079,Super built-up  Area,Chandapura,520.0,1.0,1.0,14.04,1.0
4081,Super built-up  Area,Prithvi Layout,1352.0,2.0,2.0,75.0,2.0
4082,Super built-up  Area,Electronic City,1152.0,2.0,1.0,65.0,2.0
4083,Built-up  Area,other,1575.0,3.0,2.0,93.0,3.0
4085,Built-up  Area,other,1300.0,2.0,2.0,70.0,3.0
4087,Super built-up  Area,Marathahalli,957.0,2.0,1.0,47.0,2.0
4090,Super built-up  Area,Neeladri Nagar,1060.0,2.0,0.0,35.0,2.0
4091,Carpet  Area,other,975.0,2.0,2.0,50.0,2.0
4092,Super built-up  Area,Ramamurthy Nagar,1150.0,2.0,2.0,51.0,2.0
4096,Super built-up  Area,Kanakapura,1151.0,2.0,1.0,59.0,2.0
4097,Super built-up  Area,Uttarahalli,1300.0,2.0,2.0,60.0,3.0
4098,Super built-up  Area,Garudachar Palya,1150.0,2.0,1.0,52.8,2.0
4099,Super built-up  Area,other,1380.0,2.0,1.0,75.0,2.0
4100,Super built-up  Area,Hebbal,1645.0,3.0,2.0,117.0,3.0
4101,Super built-up  Area,Babusapalaya,1141.0,2.0,1.0,45.9,2.0
4102,Super built-up  Area,7th Phase JP Nagar,1175.0,2.0,2.0,82.5,2.0
4103,Super built-up  Area,Banashankari Stage V,1355.0,2.0,1.0,61.0,3.0
4104,Built-up  Area,Dasarahalli,1150.0,2.0,0.0,70.0,2.0
4107,Super built-up  Area,Balagere,1007.0,2.0,1.0,65.0,2.0
4115,Super built-up  Area,Rayasandra,1016.0,2.0,1.0,58.0,2.0
4116,Super built-up  Area,Dodda Nekkundi,1100.0,2.0,2.0,48.0,2.0
4118,Super built-up  Area,Electronic City,1070.0,2.0,1.0,60.0,2.0
4119,Super built-up  Area,Kadubeesanahalli,1532.0,3.0,1.0,115.0,3.0
4120,Super built-up  Area,Hennur,1040.0,2.0,2.0,42.12,2.0
4122,Super built-up  Area,Tumkur Road,1137.5,2.0,0.0,48.905,2.0
4127,Built-up  Area,other,1190.0,2.0,2.0,100.0,2.0
4129,Super built-up  Area,HRBR Layout,1210.0,2.0,1.0,75.0,2.0
4132,Super built-up  Area,Hebbal,1251.0,2.0,1.0,88.73,2.0
4133,Super built-up  Area,HSR Layout,1600.0,2.0,2.0,115.0,3.0
4134,Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.5,2.0
4135,Super built-up  Area,Budigere,1820.0,3.0,2.0,93.0,3.0
4141,Super built-up  Area,Kumaraswami Layout,1000.0,2.0,2.0,36.0,2.0
4142,Plot  Area,KR Puram,1752.0,3.0,2.0,145.0,3.0
4144,Super built-up  Area,other,1180.0,2.0,2.0,63.0,2.0
4147,Super built-up  Area,Lakshminarayana Pura,1200.0,2.0,1.0,75.0,2.0
4148,Super built-up  Area,Bisuvanahalli,1180.0,2.0,1.0,46.0,3.0
4150,Built-up  Area,Bannerghatta Road,1157.0,2.0,0.0,40.0,2.0
4152,Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,59.0,3.0
4154,Super built-up  Area,Jakkur,1290.0,2.0,1.0,80.0,2.0
4158,Super built-up  Area,Lakshminarayana Pura,1200.0,2.0,2.0,75.0,2.0
4159,Built-up  Area,other,1155.0,2.0,0.0,60.0,3.0
4160,Built-up  Area,Hormavu,1725.0,3.0,2.0,85.0,3.0
4161,Super built-up  Area,Kanakpura Road,700.0,2.0,1.0,40.0,2.0
4163,Super built-up  Area,Hoodi,1112.0,2.0,1.0,88.0,2.0
4164,Super built-up  Area,Somasundara Palya,1178.0,2.0,2.0,78.0,2.0
4165,Super built-up  Area,Badavala Nagar,1274.0,2.0,1.0,81.0,2.0
4166,Super built-up  Area,Doddathoguru,915.0,2.0,1.0,32.0,2.0
4168,Super built-up  Area,Hosur Road,760.0,1.0,2.0,21.28,1.0
4171,Super built-up  Area,other,1645.0,3.0,2.0,95.0,3.0
4176,Super built-up  Area,Yelenahalli,1056.0,2.0,2.0,33.0,2.0
4181,Built-up  Area,Uttarahalli,850.0,2.0,2.0,35.0,2.0
4182,Super built-up  Area,Green Glen Layout,1715.0,3.0,2.0,115.0,3.0
4184,Super built-up  Area,Electronic City,1200.0,2.0,1.0,59.0,2.0
4185,Super built-up  Area,8th Phase JP Nagar,1080.0,2.0,2.0,38.0,2.0
4186,Super built-up  Area,Kasavanhalli,1200.0,2.0,1.0,50.3,2.0
4188,Super built-up  Area,Banashankari,1400.0,2.0,1.0,78.0,3.0
4190,Carpet  Area,Kanakpura Road,458.0,1.0,0.0,19.695,1.0
4191,Super built-up  Area,Marathahalli,1230.0,2.0,1.0,57.0,2.0
4193,Super built-up  Area,Banashankari,1700.0,3.0,2.0,125.0,3.0
4196,Super built-up  Area,Banashankari,1020.0,2.0,2.0,40.79,2.0
4198,Built-up  Area,Yelahanka,1275.0,2.0,2.0,95.0,3.0
4200,Super built-up  Area,Kanakapura,1110.0,2.0,2.0,38.85,2.0
4201,Super built-up  Area,Uttarahalli,1627.86,3.0,2.0,88.0,3.0
4204,Super built-up  Area,Hosa Road,1133.0,2.0,1.0,52.0,2.0
4205,Super built-up  Area,Hennur Road,1182.0,2.0,2.0,82.5,2.0
4208,Super built-up  Area,Marathahalli,1200.0,2.0,2.0,58.0,2.0
4209,Super built-up  Area,Raja Rajeshwari Nagar,1128.0,2.0,1.0,48.79,2.0
4212,Built-up  Area,Amruthahalli,1100.0,2.0,1.0,45.0,2.0
4213,Super built-up  Area,Kengeri Satellite Town,635.0,1.0,1.0,22.0,2.0
4217,Super built-up  Area,Old Madras Road,1171.0,2.0,2.0,75.0,2.0
4219,Super built-up  Area,8th Phase JP Nagar,1059.0,2.0,2.0,34.5,2.0
4221,Super built-up  Area,Jakkur,1760.0,3.0,2.0,110.0,3.0
4224,Super built-up  Area,Hebbal,1645.0,3.0,2.0,121.0,3.0
4225,Super built-up  Area,Whitefield,1250.0,2.0,2.0,72.0,2.0
4226,Super built-up  Area,Whitefield,709.0,1.0,0.0,34.385,1.0
4227,Super built-up  Area,Whitefield,1340.0,2.0,1.0,77.0,2.0
4229,Super built-up  Area,Hosa Road,1369.1,2.0,1.0,104.0,2.0
4231,Built-up  Area,Bannerghatta Road,1150.0,2.0,2.0,65.0,2.0
4234,Super built-up  Area,Budigere,1636.0,3.0,2.0,85.0,3.0
4235,Super built-up  Area,Akshaya Nagar,1430.0,2.0,2.0,75.0,3.0
4237,Carpet  Area,Electronic City Phase II,993.0,2.0,2.0,50.0,3.0
4240,Super built-up  Area,Yelahanka,1270.0,2.0,2.0,78.0,2.0
4241,Plot  Area,Anjanapura,1500.0,3.0,1.0,121.0,3.0
4245,Super built-up  Area,Panathur,1109.0,2.0,1.0,63.0,2.0
4251,Super built-up  Area,Marathahalli,607.0,1.0,1.0,35.0,1.0
4252,Super built-up  Area,Kammasandra,930.0,2.0,0.0,25.0,2.0
4257,Super built-up  Area,Electronic City Phase II,1418.0,3.0,2.0,52.47,3.0
4259,Built-up  Area,EPIP Zone,1125.0,2.0,1.0,65.0,2.0
4260,Super built-up  Area,CV Raman Nagar,1825.0,3.0,2.0,126.0,3.0
4265,Super built-up  Area,Whitefield,750.0,2.0,1.0,52.7,2.0
4266,Super built-up  Area,Yelahanka,1400.0,2.0,2.0,80.54,3.0
4271,Plot  Area,Whitefield,1200.0,3.0,1.0,61.96,3.0
4272,Built-up  Area,Poorna Pragna Layout,965.0,2.0,2.0,48.0,2.0
4273,Plot  Area,Gottigere,812.0,1.0,1.0,26.0,1.0
4274,Super built-up  Area,KR Puram,1100.0,2.0,2.0,43.0,2.0
4276,Super built-up  Area,HSR Layout,1145.0,2.0,2.0,48.0,2.0
4277,Super built-up  Area,Haralur Road,1027.0,2.0,1.0,44.0,2.0
4279,Plot  Area,Hegde Nagar,1200.0,2.0,0.0,75.0,2.0
4280,Super built-up  Area,Kenchenahalli,1015.0,2.0,2.0,58.0,2.0
4284,Super built-up  Area,other,1076.0,2.0,2.0,52.0,2.0
4285,Super built-up  Area,JP Nagar,1300.0,2.0,1.0,109.0,2.0
4286,Built-up  Area,Hebbal Kempapura,1300.0,2.0,2.0,102.0,2.0
4287,Super built-up  Area,Hosa Road,1512.0,3.0,1.0,123.0,3.0
4288,Carpet  Area,Bhoganhalli,1053.4,3.0,1.0,88.91,3.0
4289,Super built-up  Area,Yeshwanthpur,605.0,1.0,0.0,41.745,1.0
4290,Super built-up  Area,Hormavu,1153.0,2.0,1.0,65.0,2.0
4292,Super built-up  Area,Hulimavu,1255.0,2.0,2.0,69.0,2.0
4295,Super built-up  Area,other,1505.0,2.0,2.0,90.0,2.0
4296,Super built-up  Area,Kathriguppe,1365.0,2.0,2.0,75.08,3.0
4299,Built-up  Area,Magadi Road,440.0,1.0,0.0,35.0,1.0
4300,Super built-up  Area,Subramanyapura,975.0,2.0,1.0,63.0,2.0
4302,Super built-up  Area,other,1530.0,2.0,1.0,97.0,3.0
4304,Super built-up  Area,Channasandra,1115.0,2.0,1.0,40.0,2.0
4305,Super built-up  Area,Sarjapur  Road,1308.0,2.0,1.0,83.0,2.0
4306,Super built-up  Area,Parappana Agrahara,1194.0,2.0,2.0,47.0,2.0
4309,Super built-up  Area,Sarjapur  Road,1592.0,3.0,1.0,91.0,3.0
4311,Super built-up  Area,Raja Rajeshwari Nagar,1267.0,2.0,2.0,42.85,2.0
4312,Super built-up  Area,Balagere,656.0,1.0,1.0,53.0,1.0
4315,Plot  Area,Chandapura,1200.0,1.0,1.0,36.0,2.0
4316,Super built-up  Area,Thanisandra,1698.0,3.0,2.0,102.0,3.0
4319,Super built-up  Area,Electronic City,1152.0,2.0,1.0,65.75,2.0
4320,Super built-up  Area,Raja Rajeshwari Nagar,550.0,1.0,0.0,21.0,1.0
4321,Super built-up  Area,Pattandur Agrahara,900.0,2.0,2.0,42.0,2.0
4324,Super built-up  Area,Amruthahalli,1200.0,2.0,1.0,55.0,2.0
4326,Super built-up  Area,Gottigere,990.0,2.0,1.0,40.0,2.0
4328,Super built-up  Area,Bannerghatta Road,1100.0,2.0,0.0,39.0,2.0
4334,Plot  Area,other,1500.0,2.0,1.0,130.0,3.0
4341,Super built-up  Area,Talaghattapura,1856.0,3.0,2.0,135.0,3.0
4344,Super built-up  Area,Sarjapur  Road,1150.0,2.0,2.0,77.0,2.0
4350,Super built-up  Area,Hennur Road,1036.0,2.0,1.0,59.46,2.0
4352,Super built-up  Area,other,1400.0,2.0,2.0,80.0,2.0
4353,Super built-up  Area,Bommanahalli,1110.0,2.0,2.0,33.0,2.0
4355,Super built-up  Area,Kenchenahalli,715.0,1.0,1.0,45.0,1.0
4361,Built-up  Area,Nagarbhavi,1400.0,2.0,1.0,85.0,3.0
4363,Super built-up  Area,Whitefield,1700.0,3.0,1.0,140.0,3.0
4364,Super built-up  Area,Kanakpura Road,1591.0,3.0,1.0,120.0,3.0
4365,Super built-up  Area,Nagarbhavi,1515.0,2.0,1.0,79.0,3.0
4374,Super built-up  Area,Banashankari Stage II,1500.0,2.0,1.0,120.0,3.0
4376,Super built-up  Area,Begur Road,1160.0,2.0,2.0,42.92,2.0
4377,Built-up  Area,Chandapura,620.0,1.0,1.0,27.0,1.0
4382,Super built-up  Area,Whitefield,1405.0,2.0,2.0,84.5,2.0
4383,Built-up  Area,Gunjur,1190.0,2.0,2.0,40.0,2.0
4384,Super built-up  Area,Harlur,1174.0,2.0,1.0,78.0,2.0
4385,Plot  Area,Seegehalli,1155.0,2.0,0.0,72.0,2.0
4386,Super built-up  Area,Thanisandra,1411.0,3.0,1.0,93.04,3.0
4387,Super built-up  Area,other,745.0,2.0,0.0,50.0,2.0
4388,Super built-up  Area,Kereguddadahalli,1000.0,2.0,2.0,30.0,2.0
4389,Super built-up  Area,Jigani,923.0,2.0,1.0,50.0,2.0
4391,Super built-up  Area,Battarahalli,1276.0,2.0,2.0,45.0,2.0
4393,Super built-up  Area,other,1355.0,2.0,1.0,95.0,2.0
4394,Super built-up  Area,other,833.0,1.0,1.0,49.0,1.0
4397,Super built-up  Area,Ramamurthy Nagar,1200.0,2.0,1.0,48.0,2.0
4398,Super built-up  Area,Yeshwanthpur,669.0,1.0,1.0,36.85,1.0
4400,Super built-up  Area,Koramangala,1594.0,3.0,2.0,125.0,3.0
4401,Super built-up  Area,Kothanur,1790.0,3.0,2.0,105.0,3.0
4402,Super built-up  Area,NGR Layout,1020.0,2.0,1.0,45.0,2.0
4409,Super built-up  Area,Kanakpura Road,1207.0,2.0,2.0,79.9,2.0
4411,Built-up  Area,other,1220.0,2.0,2.0,68.0,2.0
4416,Super built-up  Area,Haralur Road,1225.0,2.0,1.0,70.0,2.0
4417,Super built-up  Area,Marathahalli,1075.0,2.0,2.0,52.43,2.0
4418,Built-up  Area,Panathur,1000.0,2.0,1.0,68.0,2.0
4419,Super built-up  Area,Hennur Road,1891.0,3.0,1.0,109.0,3.0
4420,Super built-up  Area,Yelahanka,1322.0,2.0,2.0,86.0,2.0
4423,Super built-up  Area,AECS Layout,1045.0,2.0,1.0,36.58,2.0
4426,Super built-up  Area,Brookefield,1125.0,2.0,2.0,70.0,2.0
4427,Super built-up  Area,Mysore Road,1560.0,3.0,1.0,115.0,3.0
4431,Plot  Area,other,1350.0,2.0,1.0,110.0,2.0
4436,Super built-up  Area,Dasanapura,708.0,1.0,0.0,28.32,1.0
4438,Super built-up  Area,Hoodi,1400.0,2.0,1.0,82.0,2.0
4439,Super built-up  Area,Bellandur,1310.0,2.0,2.0,72.0,2.0
4442,Built-up  Area,Chikkalasandra,1428.0,2.0,1.0,80.0,3.0
4445,Super built-up  Area,Haralur Road,1194.0,2.0,2.0,46.0,2.0
4447,Super built-up  Area,8th Phase JP Nagar,1080.0,2.0,2.0,35.0,2.0
4448,Super built-up  Area,other,1200.0,2.0,1.0,68.0,3.0
4452,Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3.0
4454,Super built-up  Area,Rachenahalli,440.0,1.0,1.0,28.0,1.0
4456,Super built-up  Area,Thanisandra,1801.0,3.0,1.0,115.0,3.0
4457,Super built-up  Area,Hennur Road,1232.0,2.0,1.0,69.61,2.0
4458,Super built-up  Area,Whitefield,1150.0,2.0,2.0,90.0,2.0
4459,Super built-up  Area,Talaghattapura,1868.0,3.0,1.0,120.0,3.0
4460,Super built-up  Area,Begur,1445.0,2.0,2.0,47.1,3.0
4467,Built-up  Area,Kaval Byrasandra,1185.0,2.0,1.0,49.0,2.0
4471,Super built-up  Area,Pai Layout,1075.0,2.0,2.0,35.0,2.0
4472,Super built-up  Area,Hebbal,1760.0,3.0,2.0,123.0,3.0
4473,Super built-up  Area,Banashankari,1600.0,2.0,1.0,63.98,2.0
4475,Super built-up  Area,Haralur Road,1000.0,2.0,1.0,78.0,2.0
4476,Super built-up  Area,7th Phase JP Nagar,1215.0,2.0,2.0,90.0,2.0
4478,Super built-up  Area,Akshaya Nagar,1280.0,2.0,1.0,60.0,2.0
4480,Super built-up  Area,Horamavu Banaswadi,1272.0,2.0,2.0,48.0,2.0
4481,Built-up  Area,Kereguddadahalli,1240.0,3.0,2.0,41.0,3.0
4483,Super built-up  Area,Yelahanka,1100.0,2.0,1.0,70.0,2.0
4484,Super built-up  Area,Ambalipura,896.0,2.0,1.0,30.13,2.0
4486,Super built-up  Area,BTM 2nd Stage,1200.0,2.0,0.0,35.0,2.0
4491,Built-up  Area,Sarjapur,1500.0,2.0,2.0,30.0,2.0
4499,Super built-up  Area,Nagarbhavi,1145.0,2.0,2.0,40.0,2.0
4505,Super built-up  Area,Chandapura,645.0,1.0,1.0,16.45,1.0
4506,Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,60.0,3.0
4507,Super built-up  Area,Thigalarapalya,1207.0,2.0,2.0,62.0,2.0
4508,Built-up  Area,Thanisandra,1678.0,3.0,2.0,125.0,3.0
4509,Super built-up  Area,Kaggalipura,950.0,2.0,1.0,50.0,2.0
4511,Super built-up  Area,Electronic City,1070.0,2.0,1.0,55.0,2.0
4512,Super built-up  Area,Ardendale,1732.46,3.0,2.0,92.0,3.0
4514,Super built-up  Area,Marathahalli,1360.0,2.0,1.0,103.0,2.0
4521,Super built-up  Area,7th Phase JP Nagar,1050.0,2.0,1.0,75.0,2.0
4524,Super built-up  Area,Ramagondanahalli,1253.0,2.0,1.0,52.66,2.0
4525,Plot  Area,other,1200.0,3.0,0.0,85.0,3.0
4530,Super built-up  Area,Sarjapur  Road,1418.0,2.0,2.0,78.0,2.0
4531,Super built-up  Area,Kalena Agrahara,1270.0,2.0,2.0,100.0,2.0
4533,Super built-up  Area,other,1150.0,2.0,1.0,74.0,2.0
4534,Plot  Area,Ramamurthy Nagar,600.0,3.0,2.0,45.0,2.0
4537,Super built-up  Area,other,1200.0,2.0,2.0,75.0,2.0
4541,Built-up  Area,Whitefield,624.0,1.0,1.0,35.0,1.0
4542,Super built-up  Area,Electronic City,1060.0,2.0,1.0,58.0,2.0
4547,Super built-up  Area,KR Puram,950.0,2.0,1.0,40.0,2.0
4550,Super built-up  Area,Vishwapriya Layout,1235.0,2.0,2.0,60.0,2.0
4551,Super built-up  Area,Budigere,722.0,1.0,0.0,46.0,1.0
4553,Built-up  Area,Sarjapur  Road,1200.0,2.0,1.0,93.0,2.0
4556,Super built-up  Area,Marathahalli,1220.0,2.0,1.0,58.5,2.0
4557,Super built-up  Area,Nagavarapalya,705.0,1.0,1.0,52.5,1.0
4558,Super built-up  Area,Battarahalli,1880.0,3.0,2.0,94.36,3.0
4559,Plot  Area,Yelahanka,1200.0,2.0,1.0,70.0,2.0
4561,Super built-up  Area,Lingadheeranahalli,1893.0,3.0,1.0,130.0,3.0
4569,Super built-up  Area,Haralur Road,1830.0,3.0,2.0,101.0,3.0
4570,Super built-up  Area,Kodigehalli,1200.0,2.0,2.0,48.0,2.0
4572,Super built-up  Area,Bommasandra,1015.0,2.0,1.0,40.0,2.0
4573,Super built-up  Area,Raja Rajeshwari Nagar,1120.0,2.0,2.0,37.95,2.0
4574,Super built-up  Area,Hoodi,706.0,1.0,1.0,48.24,1.0
4580,Super built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,42.0,3.0
4582,Super built-up  Area,Akshaya Nagar,1200.0,2.0,1.0,50.0,2.0
4583,Built-up  Area,Hormavu,1150.0,2.0,1.0,53.11,2.0
4591,Super built-up  Area,Marathahalli,950.0,2.0,1.0,45.68,2.0
4597,Super built-up  Area,Sarjapur  Road,1115.0,2.0,1.0,60.0,2.0
4603,Super built-up  Area,9th Phase JP Nagar,1005.0,2.0,1.0,43.0,2.0
4604,Super built-up  Area,Kengeri,416.0,1.0,1.0,19.5,1.0
4605,Super built-up  Area,1st Phase JP Nagar,1394.0,2.0,1.0,100.0,2.0
4608,Super built-up  Area,Nagavarapalya,1300.0,3.0,1.0,80.0,3.0
4609,Super built-up  Area,Thanisandra,1265.0,2.0,2.0,82.0,2.0
4613,Super built-up  Area,Varthur,1012.0,2.0,1.0,59.0,2.0
4618,Super built-up  Area,Chikkalasandra,1070.0,2.0,1.0,42.8,2.0
4619,Super built-up  Area,Whitefield,1700.0,3.0,2.0,95.0,3.0
4621,Super built-up  Area,Kogilu,1140.0,2.0,2.0,50.66,2.0
4624,Super built-up  Area,Kanakapura,945.0,2.0,1.0,47.0,2.0
4627,Super built-up  Area,Marathahalli,615.0,1.0,1.0,44.0,1.0
4628,Plot  Area,Ramamurthy Nagar,1110.0,2.0,0.0,65.0,2.0
4630,Super built-up  Area,Electronic City,1025.0,2.0,1.0,54.1,2.0
4631,Built-up  Area,other,1758.0,3.0,2.0,95.0,3.0
4637,Super built-up  Area,Raja Rajeshwari Nagar,1608.0,2.0,2.0,85.0,2.0
4638,Super built-up  Area,Kadugodi,1645.0,2.0,2.0,82.0,3.0
4640,Super built-up  Area,Harlur,1200.0,2.0,2.0,52.0,2.0
4644,Built-up  Area,other,1200.0,3.0,0.0,85.0,2.0
4645,Super built-up  Area,Kalyan nagar,1080.0,2.0,2.0,73.0,2.0
4647,Super built-up  Area,Akshaya Nagar,1092.0,2.0,1.0,60.0,2.0
4649,Super built-up  Area,KR Puram,1156.0,2.0,1.0,72.0,2.0
4650,Super built-up  Area,Bellandur,924.0,2.0,2.0,35.11,2.0
4651,Super built-up  Area,Thubarahalli,1330.0,2.0,1.0,75.0,2.0
4657,Super built-up  Area,Kodigehalli,655.0,1.0,1.0,53.0,1.0
4662,Super built-up  Area,Hebbal,1645.0,3.0,2.0,120.0,3.0
4663,Super built-up  Area,Gottigere,1235.0,2.0,2.0,63.0,2.0
4664,Plot  Area,Anandapura,900.0,2.0,0.0,48.0,2.0
4665,Super built-up  Area,Thanisandra,662.0,1.0,1.0,42.0,1.0
4668,Super built-up  Area,Bisuvanahalli,845.0,2.0,1.0,37.0,2.0
4669,Super built-up  Area,Sarjapur  Road,1525.0,2.0,2.0,87.0,3.0
4670,Built-up  Area,other,1000.0,2.0,2.0,48.0,2.0
4671,Super built-up  Area,Hebbal,1255.0,2.0,1.0,90.0,3.0
4672,Super built-up  Area,Mysore Road,1560.0,3.0,2.0,120.0,3.0
4674,Super built-up  Area,Kodichikkanahalli,1620.0,2.0,2.0,85.0,3.0
4675,Super built-up  Area,Marathahalli,1595.0,3.0,2.0,90.0,3.0
4677,Built-up  Area,9th Phase JP Nagar,835.0,2.0,0.0,37.0,2.0
4679,Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,106.0,2.0
4682,Super built-up  Area,BTM 2nd Stage,1070.0,2.0,1.0,48.0,2.0
4685,Super built-up  Area,Electronics City Phase 1,755.0,1.0,1.0,42.41,1.0
4686,Super built-up  Area,Hebbal,1645.0,3.0,2.0,117.0,3.0
4688,Super built-up  Area,Chandapura,645.0,1.0,1.0,16.45,1.0
4693,Super built-up  Area,Bannerghatta Road,1725.0,3.0,2.0,110.0,3.0
4694,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,71.32,2.0
4695,Built-up  Area,Electronic City Phase II,1070.0,2.0,2.0,45.0,2.0
4696,Super built-up  Area,Begur Road,1225.0,2.0,1.0,35.52,2.0
4698,Built-up  Area,Neeladri Nagar,640.0,1.0,1.0,20.5,1.0
4700,Super built-up  Area,Kanakapura,1190.0,2.0,2.0,39.0,2.0
4701,Super built-up  Area,other,1645.0,3.0,2.0,87.5,3.0
4702,Super built-up  Area,Marathahalli,1350.0,2.0,1.0,89.0,2.0
4703,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,68.8,2.0
4707,Super built-up  Area,Dodda Nekkundi,1100.0,2.0,1.0,41.15,2.0
4709,Super built-up  Area,Thanisandra,1948.0,3.0,2.0,130.0,3.0
4711,Super built-up  Area,Raja Rajeshwari Nagar,1210.0,2.0,2.0,45.0,2.0
4717,Super built-up  Area,7th Phase JP Nagar,1300.0,3.0,2.0,89.13,3.0
4718,Super built-up  Area,7th Phase JP Nagar,1130.0,2.0,2.0,73.0,2.0
4720,Built-up  Area,Thanisandra,1690.0,3.0,2.0,125.0,3.0
4722,Super built-up  Area,other,950.0,2.0,1.0,60.0,2.0
4723,Super built-up  Area,Marathahalli,1020.0,2.0,1.0,57.0,2.0
4730,Super built-up  Area,Hennur Road,1804.0,3.0,2.0,102.0,3.0
4731,Super built-up  Area,Marathahalli,1600.0,3.0,2.0,88.0,2.0
4732,Super built-up  Area,Uttarahalli,1280.0,2.0,2.0,75.0,2.0
4733,Super built-up  Area,Hebbal,1255.0,3.0,2.0,77.68,3.0
4735,Super built-up  Area,Hoodi,1257.0,2.0,1.0,69.0,2.0
4736,Super built-up  Area,Raja Rajeshwari Nagar,1240.0,2.0,1.0,53.27,2.0
4740,Super built-up  Area,Ananth Nagar,870.0,2.0,2.0,36.0,2.0
4746,Super built-up  Area,R.T. Nagar,1235.0,2.0,2.0,65.0,2.0
4748,Super built-up  Area,CV Raman Nagar,1025.0,2.0,2.0,50.0,2.0
4749,Built-up  Area,Raja Rajeshwari Nagar,1395.0,2.0,2.0,72.0,3.0
4751,Super built-up  Area,Dodda Nekkundi,1252.0,2.0,1.0,71.0,3.0
4752,Super built-up  Area,Hennur Road,1081.0,2.0,1.0,30.27,2.0
4757,Super built-up  Area,Bisuvanahalli,1180.0,2.0,1.0,60.0,3.0
4758,Super built-up  Area,Sarjapur  Road,715.0,1.0,2.0,29.0,1.0
4760,Super built-up  Area,Kaggadasapura,1035.0,2.0,2.0,45.5,2.0
4762,Super built-up  Area,Kathriguppe,1300.0,3.0,2.0,77.99,3.0
4764,Super built-up  Area,Whitefield,1216.0,2.0,1.0,84.0,2.0
4766,Super built-up  Area,Nagavarapalya,705.0,1.0,1.0,57.0,1.0
